namc_code,namc_term_diacritical,short_definition,long_definition
EK-4.11,asādhya-udaraḥ,-,"the disorder is characterized by śūnākṣam [swollen eyes], kuṭilōpasthaṁ [curved penis], upklinna tvacā [sticky and thin skin], bala parikṣīṇaṁm [diminished strength], śōṇita parikṣīṇaṁ [diminished blood], māṁsa parikṣīṇaṁ [diminished muscle bulk], agni parikṣīṇaṁ [diminished agni], upklinna tanu tvaka [sticky and thin skin], salila bhāva bhajanti jaṭharāṇi [abdomen with fluid], jaṭharē paripākaḥ [suppuration in abdomen], pārśvabhaṅgaḥ [breaking type of pain in sides of chest/flanks], annavidvēṣa [aversion to food], śōthaḥ [oedema], atisāra [diarrhoea], viriktam ca api udaraṁ pūryamāṇaṁ [apperance of fluid even after tapping], pakṣāta paraṁ hataḥ (kṣatōdara/baddōdaraḥ/jalōdaraḥ) [fatal in fifteen days]"
EK-4.12,upēkṣyamāṇa-udaraḥ,-,-
EK-4.13,udara-upadravaḥ,-,"the disorder is characterized by chardiḥ [vomiting], atisāra [diarrhoea], tamakā [tamaka type of asthma], tr̥ṣṇā [thirst], śvāsa [breathlessness/difficult breathing], kāsaḥ [cough], hikkā [hiccup], daurbalyam [weakness], pārśvaśūla [pain in sides of chest/flanks], aruci [tastelessness], svarabhēda [hoarseness of voice], mūtrasaṅga [obstruction/retention in passage of urine]"
EK-4.14,udara-ariṣṭaḥ,-,-
EL,ārtavavahasrōtōvikāraḥ,-,-
EL-1,ārtavavaha-srōtōduṣṭiḥ,-,-
EL-2,yōnirōgaḥ/yōni-vyāpadaḥ,-,-
EL-2.1,vātaja-yōnirōgaḥ,-,"the disorder is characterized by yōnēstōdaṁ [pricking pain in yoni], savēdanam [associated with pain], yōnikarkaśatāṁ [roughness of yoni genital organ], yōnistambhaṁ [stiffness of yoni (vagina) genital organ], pipīlikāsr̥ptimiva [feeling as if ants are crawling over the body/formiculation], supti [numbness], āyāsaṁ [exertion], saśabda ārtavaḥ [menstrual flow with sound], saruk ārtavaḥ [menstrual flow with pain], saphēna ārtavaḥ/phēnila ārtavasruti [frothy menstruation], rūkṣa ārtava/rūkṣa ārtavasruti [dry menstruation], karkaśa yōniḥ [roughness of yoni genital organ], stabdha yōniḥ [stiffness of yoni genital organ], śūla [pain], nistōda/ tōda [pricking type of pain], svanam [tinnitus], aruṇa ārtavasruti [slightly reddish brown menstrul flow], kr̥ṣṇa ārtavasruti [blackish mensstrual flow], alpa ārtavasruti [scanty menstrual flow], tanu ārtavasruti [thin menstural flow], vaṅkṣaṇasraṁsa [feeling as if prolapse of pelvis], vaṅkṣaṇavyathā [pelvic pain], pārśvasraṁsa [feeling of prolapse of sides of chest/flanks], pārśvavyathā [pain in sides of chest/flanks], kramēṇa ca gulmaṁ [leading to gulma], tāṁstāṁśca svān gadān [diseases as per dōṣa]"
EL-2.2,pittaja-yōnirōgaḥ,-,"the disorder is characterized by dāhaḥ/yōni-dāhaḥ/atyarthaṁ yōnidāha [burning sensation in yoni (genital organ)], pākaḥ/yōni-pākaḥ/atyarthaṁ yōnipāka [inflammation/suppuration of yoni genital organ], jvaraḥ [fever], uṣṇārtā [heating sensation], nīlārtavā [menstrual discharge becoms blue, yellow or black in colour], pītārtavā [yellowish discharge], sitārtavā [whitish discharge], bhr̥śōṣṇasrāvāḥ [very hot dishcarge], [], kuṇapasrāvāḥ [discharge is in large quantity, hot and having offensive smell], yōni ōṣa [burning in yoni genital organ], yōni pūtigandhi [putrid smell in yoni], uṣṇa ārtava [hot menstrual flow], bhūri ārtava [heavy menstrual flow], kuṇapa ārtava [having smell of dead body]"
EL-2.3,kaphaja-yōnirōgaḥ,-,"the disorder is characterized by picchila-yōniḥ [slimeness in vaginal canal], śītala-yōniḥ/atiśītala yōniḥ/śītalāṁ [coldness of vagina], kaṇḍūgrasta-yōniḥ/kaṇḍulāṁ [itching in the vagina], alpavēdanā [mild pain], pāṇḍuvarṇāṁ yōniḥ [pale coloured vaginal discharge], pāṇḍu ārtava/pāṇḍu sruti [paleness of menstrual blood], picchila ārtava [slimy menstrual flow], yōni avēdanā [no pain], tadvidhasruti [discharge as per corresponding dōṣa]"
EL-2.4,sānnipātaja-yōnirōgaḥ,-,"the disorder is characterized by svairyōniṁ yuñjati lakṣaṇaiḥ malāḥ [mixed features], dāhārtā bhavēt [burning pain], śūlārtā bhavēt [colicy pain], śvētavāhinī [whitish discharge], picchilavāhinī [slimy menstrual flow], sarvaliṅgasamutthānā [clinical features of all types of dōṣa], dōṣaisvōpadravakarairvyāpatsā [complications]"
EL-2.5,(a) acaraṇā,-,-
EL-2.6,(a) atyānandā,-,-
EL-2.7,,-,-
EL-2.8,(a) antarmukhī,-,-
EL-2.9,(a) arajaskā (a) rajonāśaḥ / naṣṭārtava / anārtava,-,It is characterised by absence of menstruation may be primary or secondary. This may be explained by: (a) Pitta situated in the uterine region vitiating the blood.
EL-2.10,(a) udāvartinī,-,"It is characterised by painful menstruation, pain in groin region, backache, nausea and vomiting; relief of pain after menstruation; may be associated with discharge frothy menstrual fluid with clots. This may be explained by: (a) Vitiation of kapha, vata affecting nutritional fluid, blood."
EL-2.11,,-,-
EL-2.12,(a) jātaghnī,-,It is characterised by three or more consecutive spontaneous abortions. This may be explained by: (a) Vitiated Vata affecting the uterus.
EL-2.13,(a) lohitakṣayā,-,"It is characterised by decreased blood flow during menstrual period. This may be explained by: (a) Vitiated vata affecting the nutritional fluid, blood in uterus region."
EL-2.14,(a) viplutā,-,"It is characterised by constant vaginal pain, inability allow intercourse. This may be explained by: (a) Vitiation of pitta, vata affecting vagina."
EL-2.15,(a) karṇinī,-,"It is characterised by nodular swelling in genital organs, abnormal menstrual flow, vaginal discharge. This may be explained by: (a) Vitiated kapha affecting the cervix."
EL-2.16,,-,-
EL-2.17,"(a) prasraṃsiṇī, (a) prasrāviṇī",-,-
EL-2.18,,-,-
EL-2.19,"(a) phalinī, (a) aṇḍalī",-,-
EL-2.20,(a) mahāyoniḥ (a) vivṛtā,-,"It is characterised by descending of uterus, laxity of muscles around uterus, back pain, discharge from uterus. This may be explained by: (a) All the three dosha affecting the uterine region."
EL-2.21,,-,-
EL-2.22,(a) vāminī,-,-
EL-2.23,,-,-
EL-2.24,(a) vandhyā,-,"""It is characterised by Inability to conceive may be due to primary or secondary amenorrhoea or other ovulation defects. This may be explained by: (a) Decrease or defects in primary product of digested food, vitiated pitta, vitiated kapha causing obstruction and vitiated vata casing irregular menstrual cycles."
EL-2.25,"(a) ṣaṇḍhī, (a) khaṇḍitā",-,-
EL-2.26,"(a) sūcīmukhi, (a) sūcīvaktrā",-,-
EL-2.27,(a) yonikandaḥ,-,"It is characterised by a tuberous pear like swelling in the vaginal region may be associated with pus discharge, fistual formation. This may be explained by: (a) Vitiated pitta affecting skin, muscle and fat tissue."
EL-2.27.1,,-,-
EL-2.27.2,,-,-
EL-2.27.3,,-,-
EL-2.27.4,,-,-
EL-2.28,(a) yoni-arśaḥ,-,"It is characterised by muscular growth in uterus or vagina, foul smelling discharge. This may be explained by: (a) Morbid dosha vitiating the skin, muscle and adipose tissue causing muscular growths in the uterus/vagina."
EL-3,,-,-
EL-3.1,,-,-
EL-3.2,,-,-
EL-3.3,,-,-
EL-3.4,,-,-
EL-3.5,,-,-
EL-3.6,,-,-
EL-3.7,,-,-
EL-3.8,,-,-
EL-4,(a) asṛgdaraḥ (a) Raktapradar,-,It is characterised by increase in the duration of menstrual period and the quantity of blood loss. This may be explained by: (a) Vititiation of pitta and blood.
EL-4.1,,-,-
EL-4.2,,-,-
EL-4.3,,-,-
EL-4.4,,-,-
EL-4.5,,-,-
EL-5,(a) śvetapradaraḥ,-,"It is characterised by excessive whitish vaginal discharge which may be associated with foul smell, lower abdominal pain, weakness. This may be explained by: (a) Vitiated kapha affecting the vaginal region."
EL-6,garbhiṇīrōgaḥ,-,-
EL-6.1,kikkisa-garbhiṇīrōgaḥ,-,"the disorder is characterized by vidāhaḥ [burning sensation], kaṇḍūḥ [itching]"
EL-7,garbha-vyāpat,-,-
EL-7.1,garbhasrāvaḥ,-,"the disorder is characterized by ācaturthāttatō māsāt prasravēd garbhavicyutiḥ [foetal expulsion till the fourth month], []"
EL-7.2,garbhapātaḥ,-,"the disorder is characterized by sthiraśarīrasya pātaḥ pañcamōḥ [foetal expulsion in fifth month of pregnancy], sthiraśarīrasya pātaḥ ṣaṣṭhayōḥ [foetal expulsion in sixth month of pregnancy]"
EL-7.3,upaviṣṭakaḥ,-,"the disorder is characterized by garbhō vr̥ddhiṁ na prāpnōti niḥsrutatvāt sa kālamavatiṣṭhatēऽtimātraṁ/vr̥ddhimaprāprāpnuvan garbhaḥ kōṣṭhē tiṣṭhati [absence of foetal growth but retained in womb], garbhaḥ sasphuraḥ/garbhaḥ sphurati [foeatus resides in womb and produses thrombings], varddhatē tēna nōdaram/ kukṣi na vivardhatē [no enlargement of the abdomen], dr̥śyatē satataṁ garbhaḥ prāptātparimāṇādaparihīyamāna [], kadācit alpa ārtava parisrāva [occasional per vaginal little bleeding]"
EL-7.4,nāgōdaraḥ/upaśuṣka,-,"the disorder is characterized by garbhō vr̥ddhiṁ na prāpnōti [the foetus does not grow], pariśuṣkatvāt [wasting of/emaciation], sa garbhaḥ kālamavatiṣṭhatēऽtimātram [such a foetus remains in the womb of the mother for a long period], aspandana [there is no quickening of the foetus], udara ādhmāna [abdominal distention], kadācit pralīyamāna [occasionally remains dormant], kr̥śa garbhaḥ [emaciated/thin /malnourished foetus], śuṣya garbhaḥ [dry fetus], nātyalpaṁ pratimāsārtavaṁ parisravaṇaṁ [discharge per month not too less], nātyalpaṁ pratyahamārtavaṁ parisravaṇaṁ [discharge every day not too less], parihīyamāṇō garbhaḥ cirāt spandatē [delayed pulsation in fetus], parihīyamāṇō garbhaḥ kiṁcit spandatē [occasional pulsations in fetus], kukṣiḥ vr̥ddhiḥ parihīyatē [decrease in abdominal girth]"
EL-7.5,līnagarbhaḥ,-,"the disorder is characterized by srōtasāṁ līyatē garbhaḥ [foetus remains inactive in uterus], atikālamavatiṣṭhamānō vyāpadyatē [complication due to postmaturity in foetus], prasuptaḥ [sluggish activity], spandana rahitaḥ/ nisphuraḥ [foetus emaciating , disappearing ,dissolving not having throbbings]"
EL-7.6,mr̥tagarbhaḥ,-,"the disorder is characterized by stimita udaraḥ [feel as if abdomen wrapped with wet cloth], stabdha udaraḥ [stiff abdomen], ātata udaraḥ [stretched], śīta udaraḥ [cold on touch], aśmāntargatamiva garbhaḥ [fetus as stony hard], spandana rahita garbhaḥ/ garbhāspandanam [absence of foetal movements], adhika śūla [severe pain], āvi na prādurbhāvaḥ [no labour pain], yōni na prasravatiḥ [no discharge from yōni], srastaḥ akṣiṇi/ srastaḥ nētraḥ [sluggish eyes], tāmyati [distressed], vyathatē [distress], bhramaḥ [giddiness or dizziness], śvāsaḥ [breathlessness/difficult breathing], aratibahula/ arati [distress/dicontent/restlessness], na vēgapradurbhāvaḥ yathāvaduplabhyatē [improper manifestation of natural urges], āvi-praṇāśaḥ/ āvi asamudbhavaḥ [stoppage of labour pain], śyāvatā [blackishness or cyanosis], pāṇḍutā [pallor], pūti ucchvāsaḥ [foetid smell in the breath], śūla/ bhr̥śavyathā [colicky pain in the abdomen], dhmāta udaraḥ [inflated abdomen], tr̥ṣṇā [thirst], kr̥cchrāt ucchvasanam [difficulty in breathing], klamaḥ [exhaustion without exertion], aharniśaṁ rōdati [cries all through ady and night], na svapati [sleeplessness], atikaṣṭaṁ jakṣiti [difficulty in eating]"
EL-7.7,aparāpātanam,-,-
EL-8,mūḍhagarbhaḥ,-,"the disorder is characterized by kōṣṭha saṁkṣōbha [irritation in abdomen], pārśvaśūla [pain in sides of chest/flanks], bastiśūla [pain in basti/urinary bladder], śīrṣaśūla [pain in head], udaraśūla/ jaṭhara śūla [pain in abdomen], yōniśūla [pain in yōni (vagina)], ānāha [barborygmus with distention], mūtrasaṅga [obstruction/retention in passage of urine], garbhaṁ cyāvayati taruṇaṁ [abortion of young foetus], śōṇitasrāva [discharge of blood], kadācidvivr̥ddha garbhaḥ [ocassional enlargement of foetus], asamyagāgata [abnormal foetal presentation], apatyapathamanuprāptamanirasyamānaṁ [enters into lower abdomen], viguṇāpānasaṁmōhitaṁ [afflicted with impaired apāna vāyu]"
EL-8.1,kīlakaḥ,-,"the disorder is characterized by ūrdhvabāhuśiraḥpādō yō / ūrdhvabāhucaraṇē śirasā [foetal malpresentation], yōnimukhaṁ niruṇaddhi kīla iva/ yōnisaṁgī kīlakavat [presented as nail at the mouth of yōni (vagina)]"
EL-8.2,pratikhuraḥ,-,"the disorder is characterized by niḥsr̥tahastapādaśiraḥ [visible palms and feet], kāyasaṁgī [body is obstructed], khura-dr̥śyamān [looks like horse hoof]"
EL-8.3,bījakaḥ,-,"the disorder is characterized by nirgacchatyēkaśirōbhujaḥ/ gacchēdbhujadvayaśirāḥ [head and single hand comes out], []"
EL-8.4,parighaḥ,-,"the disorder is characterized by parigha iva yōnimukhamāvr̥tya tiṣṭhati/ parighēṇa tulyaḥ yōnau sthitaḥ [foetus lies transversely and obstruct the passage], []"
EL-8.5,asādhya-mūḍhagarbhaḥ,-,"the disorder is characterized by dvāntyāvasadhyō (last twō gati ōf mudhgarbha) [last two foetal presentations are incurable], viparītēndriyārthā [women with abnormal sensary perception], ākṣēpaka/ākṣēpa [convulsion], yōnibhraṁśa [vaginal prolapse], yōni saṁvaraṇa [contraction of vagina], makkallaḥ [puerperal sepsis], śvāsa [breathlessness/difficult breathing], kāsaḥ [cough], bhramaḥ [giddiness or dizziness], śiraḥ pravidhyati [descending of head], śītāṁgī/ himāṁgī/ śītagātrā [cold extremeties], nirapatrapā [lack of lajja/modesty?], nīlōdhdatasirā/ nīlōdgataśirā [bluish veins], puti udgāra [putrid eructation], apaviddhaśirā [descending of head]"
EL-8.6,mūḍhagarbha-upadravaḥ,-,"the disorder is characterized by garbhakōṣasaṅgaḥ [retention of sac], aparāsaṅgaḥ [retention of placenta], makkallaḥ [puerperal sepsis], yōnisaṁvr̥tiḥ/yōnisaṁvaraṇam [constriction of vaginal orifice], kukṣisaṁgaḥ [gripping in flanks]"
EL-9,(a) sūtikārogaḥ,-,-
EL-9.1,(a) makkallaḥ,-,"It is characterised by pain in the lower abdomen, back pain, retention of urine, fever and may be associated with vaginal discharge. This may be explained by: (a) Vitiated blood affecting the uterus."
EM,,-,-
EM-1,(a) manovahasrotoduṣṭiḥ,-,"It is characterized by perversion of mind, intellect, consciousness, knowledge, memory, desire, manners, behaviour and conduct. This may be explained by derangement of channels (functional or anatomical or both) aiding mental functions."
EM-2,(a) unmādaḥ,-,"It is characterised by confused state of mind, change in behaviour, irritability, loss of intelligence,. This may be explained by: (a) Caused by the aggravated dosha vitiating the sense organs, mind and intellect."
EM-2.1,,-,-
EM-2.2,,-,-
EM-2.3,(a) pittaja-unmādaḥ,-,"It is characterised by violent behaviour, pacing, intentional loneliness, unwarranted suspicion dryness of tongue along with emaciation and non-healing ulcers of calf muscles. This may be explained by: (a) Vitiation of pitta, rajoguna."
EM-2.4,(a) kaphaja-unmādaḥ,-,"It is characterised by mental confusion, fear, sadness, depression, may be associated with altered sleep patterns. This may be explained by: (a) Grief causing vitiation of the vata, kapha leading to the depression of mental faculty."
EM-2.5,sannipātaja-unmādaḥ,-,"the disorder is characterized by tridōṣaliṁgasannipātē/ sarvāṇi rupāṇi bibharti/ sarvāyatanasaṁsthānasannipātē [clinical features of all three types], []"
EM-2.6,śōkaja-unmādaḥ,-,"the disorder is characterized by manōnugataṁ citraṁ jalpati/citraṁ bravīti manōऽnugataṁ [irrelevently portays the things as per his imagination], visañjñaḥ [improper perception/unconciousness], gāyatyathō [sings], hasati [laughs], rōditi/ akasmāt rōditi [cries/cries suddenly], mūḍhasañjñaḥ/ mūḍhaḥ [stupefied due to improper perception], pāṇḍu [pallor/pale], dīna [timid or apathy], muhurmuhyan [fainting repeatedly], hāhēti paridēvatē [weeps making sounds such ha, ha], mriyatē [dies], guṇān bahu manyatē [overestimate], śōkakliṣṭamanā [mind disturbed with sorrow], dhyāyan [thinking], jāgaruka [alert], vicēṣṭatē [does irrelelvant acts]"
EM-2.7,viṣaja-unmādaḥ,-,"the disorder is characterized by rakta akṣi [blood shot eyes], hatabalaḥ [loss of strength], hatēndriyaḥ [loss of functioning of sensory and motor organs], hatabhāḥ [loss of lusture], sudīnaḥ [withered appearance], śyāvānanaḥ [blackish dis colouration of face], śyāva vadana [blackish dis colouration of face], naṣṭa chāyā [loss of lustre/charm], naṣṭa bala [loss of strength], naṣṭa īndriya [loss of functioning of sensory and motor organs], vēgāntara sambhrānta [confusion state (while poison has produced another episode)]"
EM-2.8,āgantuja-unmādaḥ,-,"the disorder is characterized by atyātmabalam [extra will power or power of spirituality], atyātmavīryam [extra will power or power of spirituality], atyātmapauruṣam [extra ability to perform hard tasks], atyātmaparākramaḥ [extra bravary], atyātmagrahaṇam [extra good preception of knowledge], atyātmadhāraṇam [extra self abstinence], atyātmasmaraṇam [extraorinary memorizing capacity], atyātmajñānam [extra spiritual understanding], atyātmavacanam [extra self suggestive talks], atyātmavijñānam [extra spiritual understanding], aniyata unmādakāla [invariable/unpredictable timing of insanity episode], amartyavāk [speaking more effectively than human capacity], amartyavikramaḥ [having ability to perform tasks more than normal human capacity], amartyavīryaḥ [having vitality and ability more than a normal human being], amartyacēṣṭā [performing acts beyond normal human capacity], amartyajñānam [having extraordinary knowledge than normal human being], amartyavijñānam [having extraordinary knowledge than normal human being], amartyabalam [having extra strength than normal human being], balakṣaya [loss of physical strength or weakness], hiṁsā icchā [fond of torturing others], nr̥śaṁsa [cruel], uṣṇa [hotness]"
