Sr No.,NUMC_ID,NUMC_CODE,Arabic_term,NUMC_TERM,Short_definition,Long_definition,query,normalized_term
2352,2353,K-26,شطر الغب,Shaṭar al-Ghibb,Compound bilious and phlegmatic fever,A combined form of bilious and phlegmatic fevers occurring due to putrefaction of yellow bile and phlegm inside and outside the vessels. This is characterised by severe and moderate episodes of fevers on alternate days.,shaṭar al-ghibb shaṭar al-ghibb shaṭar al-ghibb shaṭar al-ghibb شطر الغب شطر الغب شطر الغب شطر الغب compound bilious and phlegmatic fever compound bilious and phlegmatic fever compound bilious and phlegmatic fever a combined form of bilious and phlegmatic fevers occurring due to putrefaction of yellow bile and phlegm inside and outside the vessels. this is characterised by severe and moderate episodes of fevers on alternate days.,shaṭar al-ghibb
2353,2354,K-27,حمیٰ نہاریہ,Ḥummā Nahāriyya,Diurnal fever,A condition of abnormal elevation of body temperature due to viscous vitreous phlegm. This condition is characterised by fever in the daytime with normal body temperature during night.,ḥummā nahāriyya ḥummā nahāriyya ḥummā nahāriyya ḥummā nahāriyya حمیٰ نہاریہ حمیٰ نہاریہ حمیٰ نہاریہ حمیٰ نہاریہ diurnal fever diurnal fever diurnal fever a condition of abnormal elevation of body temperature due to viscous vitreous phlegm. this condition is characterised by fever in the daytime with normal body temperature during night.,ḥummā nahāriyya
2354,2355,K-28,حمیٰ لیلیہ,Ḥummā Layliyya,Nocturnal fever,A condition of abnormal elevation of body temperature due to viscous vitreous phlegm. This condition is characterised by fever during night with normal body temperature during daytime.,ḥummā layliyya ḥummā layliyya ḥummā layliyya ḥummā layliyya حمیٰ لیلیہ حمیٰ لیلیہ حمیٰ لیلیہ حمیٰ لیلیہ nocturnal fever nocturnal fever nocturnal fever a condition of abnormal elevation of body temperature due to viscous vitreous phlegm. this condition is characterised by fever during night with normal body temperature during daytime.,ḥummā layliyya
2355,2356,N-32,گزیدگی جرّارہ,Gazīdgī-i-Jarrāra,bite of fat tailed scorpion,"A morbid condition due to fat tailed scorpion sting. This condition is characterised by severe pain one or two days after sting, change in colour of skin of the affected site, shivering, jaundice, glossitis and heamaturia. Later it may cause death.","gazīdgī-i-jarrāra gazīdgī-i-jarrāra gazīdgī-i-jarrāra gazīdgī-i-jarrāra گزیدگی جرّارہ گزیدگی جرّارہ گزیدگی جرّارہ گزیدگی جرّارہ bite of fat tailed scorpion bite of fat tailed scorpion bite of fat tailed scorpion a morbid condition due to fat tailed scorpion sting. this condition is characterised by severe pain one or two days after sting, change in colour of skin of the affected site, shivering, jaundice, glossitis and heamaturia. later it may cause death.",gazīdgī-i-jarrāra
2356,2357,N-33,گزیدگی مور,Gazīdgī-i-Mūr,Emmet bite,"A morbid condition due to emmet bite. This condition is characterised by pain, swelling and redness of the skin around the sting.","gazīdgī-i-mūr gazīdgī-i-mūr gazīdgī-i-mūr gazīdgī-i-mūr گزیدگی مور گزیدگی مور گزیدگی مور گزیدگی مور emmet bite emmet bite emmet bite a morbid condition due to emmet bite. this condition is characterised by pain, swelling and redness of the skin around the sting.",gazīdgī-i-mūr
2357,2358,N-34,گزیدگی مگس عسل,Gazīdgī-i-Magas-i-‘Asal,Honey bee bite,"A morbid condition due to honey bee bite. This condition is characterised by severe pain, swelling and redness of the skin around the sting.","gazīdgī-i-magas-i-‘asal gazīdgī-i-magas-i-‘asal gazīdgī-i-magas-i-‘asal gazīdgī-i-magas-i-‘asal گزیدگی مگس عسل گزیدگی مگس عسل گزیدگی مگس عسل گزیدگی مگس عسل honey bee bite honey bee bite honey bee bite a morbid condition due to honey bee bite. this condition is characterised by severe pain, swelling and redness of the skin around the sting.",gazīdgī-i-magas-i-‘asal
2358,2359,N-35,گزیدگی پشہ,Gazīdgī-i-Pashsha,Mosquito bite,"A morbid condition due to mosquito bite. This condition is characterised by pain, swelling and redness of the skin around the sting.","gazīdgī-i-pashsha gazīdgī-i-pashsha gazīdgī-i-pashsha gazīdgī-i-pashsha گزیدگی پشہ گزیدگی پشہ گزیدگی پشہ گزیدگی پشہ mosquito bite mosquito bite mosquito bite a morbid condition due to mosquito bite. this condition is characterised by pain, swelling and redness of the skin around the sting.",gazīdgī-i-pashsha
2359,2360,O-582,ضعف اعضاء,Ḍu‘f-i-A‘ḍā',Debility of organs,"Debility of organs is caused by deficiency of power/ pneuma/  temperament derangement /composition derangement of organs  ; Apart from these immediate causes, debility of organs can also be due to pain, fevers, excessive humger etc.","ḍu‘f-i-a‘ḍā' ḍu‘f-i-a‘ḍā' ḍu‘f-i-a‘ḍā' ḍu‘f-i-a‘ḍā' ضعف اعضاء ضعف اعضاء ضعف اعضاء ضعف اعضاء debility of organs debility of organs debility of organs debility of organs is caused by deficiency of power/ pneuma/ temperament derangement /composition derangement of organs ; apart from these immediate causes, debility of organs can also be due to pain, fevers, excessive humger etc.",ḍu‘f-i-a‘ḍā'
2360,2361,O-583,ضعف حرارت غریزیہ,Ḍu‘f-i-Ḥarārat Gharīziyya,Innate heat insufficiency,Insufficiency of heat of the body regulated by medicatrix naturae to maintain the life which resulting in overall decrease of health.,ḍu‘f-i-ḥarārat gharīziyya ḍu‘f-i-ḥarārat gharīziyya ḍu‘f-i-ḥarārat gharīziyya ḍu‘f-i-ḥarārat gharīziyya ضعف حرارت غریزیہ ضعف حرارت غریزیہ ضعف حرارت غریزیہ ضعف حرارت غریزیہ innate heat insufficiency innate heat insufficiency innate heat insufficiency insufficiency of heat of the body regulated by medicatrix naturae to maintain the life which resulting in overall decrease of health.,ḍu‘f-i-ḥarārat gharīziyya
2361,2362,O-584,ضعف عام,Ḍu‘f-i-‘Ām,General debility,a feeling of tiredness or exhaustion or of experiencing a loss of strength,ḍu‘f-i-‘ām ḍu‘f-i-‘ām ḍu‘f-i-‘ām ḍu‘f-i-‘ām ضعف عام ضعف عام ضعف عام ضعف عام general debility general debility general debility a feeling of tiredness or exhaustion or of experiencing a loss of strength,ḍu‘f-i-‘ām
2362,2363,O-585,خلل قوائے نفسانیہ,Khalal-i-Quwā Nafsāniyya,Psychic powers derangement/psychic faculties derangement,"Derangement of faculty which is furnished in an individual for the sensory/perceptive and motor/motive function of the body, it controls the nervous tissues to perform the functions of sensation/perception and regulates the nervous system for motor activity","khalal-i-quwā nafsāniyya khalal-i-quwā nafsāniyya khalal-i-quwā nafsāniyya khalal-i-quwā nafsāniyya خلل قوائے نفسانیہ خلل قوائے نفسانیہ خلل قوائے نفسانیہ خلل قوائے نفسانیہ psychic powers derangement/psychic faculties derangement psychic powers derangement/psychic faculties derangement psychic powers derangement/psychic faculties derangement derangement of faculty which is furnished in an individual for the sensory/perceptive and motor/motive function of the body, it controls the nervous tissues to perform the functions of sensation/perception and regulates the nervous system for motor activity",khalal-i-quwā nafsāniyya
2363,2364,O-586,خلل قوت حیوانیہ,Khalal-i-Quwwat Ḥaywāniyya,Vital power derangement/Vital faculty derangement,"Derangement of faculty, which is essential for life and reaches from heart to the body organs through arteries and keeps them alive","khalal-i-quwwat ḥaywāniyya khalal-i-quwwat ḥaywāniyya khalal-i-quwwat ḥaywāniyya khalal-i-quwwat ḥaywāniyya خلل قوت حیوانیہ خلل قوت حیوانیہ خلل قوت حیوانیہ خلل قوت حیوانیہ vital power derangement/vital faculty derangement vital power derangement/vital faculty derangement vital power derangement/vital faculty derangement derangement of faculty, which is essential for life and reaches from heart to the body organs through arteries and keeps them alive",khalal-i-quwwat ḥaywāniyya
2364,2365,O-587,خلل قوائے طبیعیہ,Khalal-i-Quwā Ṭabī‘iyya,Physical powers derangement/physical faculties derangement,"Derangement of faculty serving the functions of nutrition, growth, reproduction and evacuation of waste products from the body for the preservation of individual as well as species","khalal-i-quwā ṭabī‘iyya khalal-i-quwā ṭabī‘iyya khalal-i-quwā ṭabī‘iyya khalal-i-quwā ṭabī‘iyya خلل قوائے طبیعیہ خلل قوائے طبیعیہ خلل قوائے طبیعیہ خلل قوائے طبیعیہ physical powers derangement/physical faculties derangement physical powers derangement/physical faculties derangement physical powers derangement/physical faculties derangement derangement of faculty serving the functions of nutrition, growth, reproduction and evacuation of waste products from the body for the preservation of individual as well as species",khalal-i-quwā ṭabī‘iyya
2365,2366,O-588,خلل قوت غاذیہ,Khalal-i-Quwwat Ghādhiya,nutritive power derangement/nutritive faculty derangement,Derangement of power/faculty making alteration in the food  in such a manner that it becomes temperamentally similar to the body and suitable to replace the daily wear and tear,khalal-i-quwwat ghādhiya khalal-i-quwwat ghādhiya khalal-i-quwwat ghādhiya khalal-i-quwwat ghādhiya خلل قوت غاذیہ خلل قوت غاذیہ خلل قوت غاذیہ خلل قوت غاذیہ nutritive power derangement/nutritive faculty derangement nutritive power derangement/nutritive faculty derangement nutritive power derangement/nutritive faculty derangement derangement of power/faculty making alteration in the food in such a manner that it becomes temperamentally similar to the body and suitable to replace the daily wear and tear,khalal-i-quwwat ghādhiya
2366,2367,O-589,خلل قوت محصّلہ,Khalal-i-Quwwat Muḥaṣṣila,collecting power derangement/collecting faculty derangement,Derangement of power/faculty which selects and collects the matter for digestion,khalal-i-quwwat muḥaṣṣila khalal-i-quwwat muḥaṣṣila khalal-i-quwwat muḥaṣṣila khalal-i-quwwat muḥaṣṣila خلل قوت محصّلہ خلل قوت محصّلہ خلل قوت محصّلہ خلل قوت محصّلہ collecting power derangement/collecting faculty derangement collecting power derangement/collecting faculty derangement collecting power derangement/collecting faculty derangement derangement of power/faculty which selects and collects the matter for digestion,khalal-i-quwwat muḥaṣṣila
2367,2368,O-590,خلل قوت ملصقہ,Khalal-i-Quwwat Mulaṣṣiqa,adhesive power derangement/adhesive faculty derangement,Derangement of power/faculty which attaches the digested matter to the organs for their nutrition,khalal-i-quwwat mulaṣṣiqa khalal-i-quwwat mulaṣṣiqa khalal-i-quwwat mulaṣṣiqa khalal-i-quwwat mulaṣṣiqa خلل قوت ملصقہ خلل قوت ملصقہ خلل قوت ملصقہ خلل قوت ملصقہ adhesive power derangement/adhesive faculty derangement adhesive power derangement/adhesive faculty derangement adhesive power derangement/adhesive faculty derangement derangement of power/faculty which attaches the digested matter to the organs for their nutrition,khalal-i-quwwat mulaṣṣiqa
